Name,Id,ExternalInfoId,Members
jade or,8a584fab-a81b-4907-8952-2ef61a67dcca,191395,
jan lundgren trio,a7579bfa-1dec-4e20-b739-34899704406d,17530637,
jay willie blues band,6cd2c09e-e68e-4e27-81af-35cd3a55400b,3352,
jc & co.,f4c03aa6-0899-413b-9af3-8b5eb8b8e15b,3733477,
jenny hoyston's paradise island,cfa1ca79-9b7f-4cad-9d33-069dc06744e0,3988430,
jesse saint john geller,c38230f4-c99e-49b4-afb4-ce6e1525f73b,57643079,
joan of arc,d5b0498f-ccef-44e5-8522-63a4c430a9e7,16509,
joe scarborough band,b4cb00f6-1369-4053-9c84-f43ce2f083a5,386261,
john fred & his playboy band,c907d239-1acc-4524-8abf-0472da4fd192,1763387,
john makin & friends,089df863-1054-4663-b609-524283c09f63,545505,
john mills times ten,52901f3c-b2ca-47b0-a7b0-d314e39ff4e5,153655,
johnny & the hurricanes,4cc60743-d5b8-4e03-96c9-196564d45194,1846019,
johnny kidd and the pirates,be0f0b78-263f-467a-a69f-c6c93dbe6139,914486,
johnny otis orchestra,dada8a93-f9d5-4a42-a98e-0b811ec8e65c,192024,
jon langford's four lost souls,3fcd565f-ae7e-4811-8582-f0f7da43d818,1897657,
judah & the lion,28eb322e-2536-465e-b964-271ddf04078b,16163,
just friends,60717b7d-68ea-4274-b31d-695e47417fd3,3154528,
k2 family,01822270-6500-4501-8c37-d693188c853d,10401954,
kalin twins,fd13c356-4e32-4615-84b7-1e9160f2af1c,3774841,
karizma duo,eef8ebe9-6297-4214-b001-d4746bc02ca6,9212972,
kc & the sunshine band,abd01117-fb81-49ea-8448-1e542eb1c227,435923,
kevin devine & the goddamn band,a31d0664-c1d4-4595-994f-93375fad8f15,3513070,
kid congo & the pink monkey birds,1034715f-dd46-4038-be30-02d6dc0d285d,5862,
king of prussia,52a4edcd-fe09-48b4-beac-231374c34ead,371248,
kings of the beach,a1fe162c-0459-423e-9243-75ade501ce01,11907702,
kingston trio,722d4ac0-5772-4e9f-a494-72e73c333572,56499,
"kitty, daisy & lewis",749b8866-0495-472c-9850-9075bb9193f9,10749779,
knife in the water,6bf5b664-96bb-4857-bb8c-9fb941c2c0d6,1249014,
lack of afro,fe34febe-5aeb-422c-a179-6bae023c4f69,59410592,
lake of fire,5883b14f-0028-4aff-a340-45e1904ce85b,13680174,
land of oz,e1e2c96d-a8bf-4fab-baf5-b91a14a3fdce,564239,
las kellies,19ab1810-363a-47d3-8dce-9711c45afdcd,52257346,
le raoul band,29c2da9e-8213-4198-8ffe-9a502c46b98e,1337067,
les baxter,87ec2179-accf-4a17-af48-27579667ac43,302051,
les claypool,466549a3-1f76-48e1-9c71-daed44230998,52770,
les pattinson,6d28461e-99e6-4fe1-8762-7d8f085fd65a,9290681,
les paul,db14bd30-9d4c-4a7f-8f06-b5f1924bba8f,145712,
les reed,0c79f76e-c993-463f-9043-a274ce5e9169,36012428,
les vandyke,c3190c7f-8ee7-405a-986e-3a4e79fcfe18,7177465,
liberation group,30f1ed7a-a434-4f27-9ca0-a8b59fc02417,1039380,
life on mars,3ec3b573-0c15-46e1-82c3-7f418255d1cf,463835,
link wray & his ray men,3f966a40-1dc0-4503-a110-c879d1163ce9,172813,
linus of hollywood,518f96e6-1243-4f4d-b6ff-8e2f0aa04938,16757836,
lions in the street,278c1907-1998-442f-9329-0515e8ec767d,17642637,
lions of tsavo,03154f68-1e61-40a2-9c18-1cdeac492a9e,846638,
little girls,dc88d882-8c3e-45fd-b361-70cf27136450,4832148,
lole y manuel,29b52932-cb67-4d8b-87ea-ac5705a01996,16448564,
london festival orchestra,a9eb7138-cde1-4f69-a203-e5bdc5d0214a,3753391,
london symphony orchestra,f16a97c9-bedd-458c-81ff-e93f2ccf4b30,156257,
los angeles philharmonic,a05050ca-c9c2-4ad9-bd76-9d442aea8e69,156261,
los brincos,6c3e6e4b-e1b5-4570-8177-87894579e943,23667770,
los coronas,0983fd79-b85a-43cb-9ebd-49ad89c19cf2,7839,
los de abajo,8b79529f-e382-42cb-9908-8709698f8201,4784876,
los dynamite,56b2690e-d118-4186-a70f-2676bba748dd,7402233,
los hombres calientes,6c430cbb-7981-4e2f-86f7-94ba99c78791,7238770,
lost in holland,58c59e10-221b-4bbf-bc5a-a10be9cc6aa4,13288,
love and rockets,334fb2ef-f240-4468-9a84-12aa143b84d4,162141,
love from san francisco,c4055075-736b-4eb9-a2cc-075e1a8f7ddf,49728,
low budget blues band,9258fed4-8f6b-417d-aac0-06d76e976574,3352,
lyons & co.,f3d005ef-d098-4240-aab5-1b6b6e611cca,8638634,
m & b,d7220fe4-aba6-4284-8f5a-857cca881f30,19191,
machines of loving grace,8cf4b5b0-0a76-4b53-9e95-00696cc63c97,1479465,
maco mattox (og maco),a2637a31-6f4d-4fab-a1dd-c80ba1c454eb,45432981,
made in sheffield,b6b163a6-3069-4c0c-9430-4b228d74abde,2190244,
made of oak,ac54bc24-cbf2-4553-89ce-86764a16259d,39696,
magic & naked,f6b9a962-9db0-4aad-8888-a51f72824999,24837836,
make the girl dance,bef3eeb0-f0ba-4e86-a59b-3bc6acb21542,7885,
"malcolm ""papa mali"" welbourne",1a72c993-5541-4b48-b0b5-9f94020b2637,6416264,
maldita vecindad y los hijos del quinto patio,b06b4630-5e1d-4f2a-8260-b9fb7442a8b6,3010412,
mamak khadem ensemble,7e17d8e8-2871-41d7-9935-554f2fa31f94,54528694,
man is not a bird,bc544462-a51d-4e54-afe3-8ae82e93e9b2,23767055,
map of africa,459cac0b-d51f-4f35-9aad-776a66fd2b2d,5334607,
maps & atlases,f1c206b6-9a4c-40c5-8d6a-bb8cfaa868af,19877,
marathon men,6a045bef-f264-4626-9f2b-9d8551e72ba3,49132,
marching band,fc0762c2-06b0-4cc1-8cfe-591e385f8ef2,39748,
margot & the nuclear so and so,84309ef7-3e7e-45b6-984c-7a1d5b1909a9,1192414,
mark pickerel & his praying hands,77a44d0b-4dac-41f5-b1ba-9dbe93dd91ca,4375996,
mattson 2,6363131f-5efb-4753-8e64-753d0a0002a8,4553735,
me & marie,395ffe32-2f0a-463e-879c-48d43c3e2850,225046,
me & my,09874b9f-baa0-4b4e-b2dc-56298ffdf501,225046,
me and my brother,7ceb900f-8785-4f97-a24e-12f2df37e9dc,5891761,
me and you,b078fb2c-56b7-413a-9ba1-fa89e70b189e,6137665,
melissa auf der maur,9e45758d-9eb9-488a-8582-dd7c0eeadbf0,142687,
"melvin ""wah wah"" ragin",62f9b24c-70e4-420f-a2dd-63b31ff0a279,19909537,
memphis jug band,5960ca41-a012-4bea-b773-26e784463ffd,1612420,
message to bears,047f6fda-48d7-4859-b47e-0a2560198b54,4400,
mexican mariachi band,7eabb058-7e8b-45b7-8c3b-ca75849e9724,363675,
michael zapruder's rain of frogs,702d304f-5596-45c2-bd25-0662f8ea5981,10525016,
middle of the road,eb6ebe20-991a-4dcb-b12c-1d15aaeb3d23,19094611,
mike and the moonpies,5f69da0c-f4d7-4b96-b42c-762108faffc6,56618077,
mike nyoni and born free,f28f9421-3b4b-49a2-8959-caef07fbf130,57970520,
milk & bone,8b5bbefb-47c3-4729-abf5-bef0c6d7901b,19714,
minnesota orchestra,76d45eaf-7ca4-4fac-9fdb-f26ab6798779,159967,
mixtapes & cellmates,d0fdd44b-9b38-42ba-9851-069a4e620002,18934994,
mono & nikitaman,ad68b960-c136-47ce-934b-53f331a6d4b7,100830,
mono & world's end girlfriend,9c304319-b7ac-4d89-9de9-fb6ffa66d9b9,100830,
montreal symphony orchestra,5c34daeb-d8aa-493d-8093-364f69a3ff3b,156915,
more or les,5b1910dd-8a31-4fdf-b735-d6ae4d65a60f,20731580,
mormon tabernacle choir,2275de2b-c7b3-4ddf-aea5-52b256189eec,102562,
mother on mondays,86955cdf-ee40-4ca5-a515-6cf953c78c62,54406,
mouth & macneal,f4a7b6a5-f6e4-40f2-8b7a-72b91232f188,9293603,
mr. & mrs. smith,f0928161-8946-4ede-9a01-119861cc5ea4,26998579,
mull historical society,53d0b231-1de2-4b8f-a95a-ecc7fd42eded,410328,
murder by death,d45a70d3-1b81-4398-b523-c7f58d8333f3,725468,
music band,e5c54922-be9b-413b-8c6e-5c3d9866a4ba,4499,
music for pleasure,2c2e1fe4-ecd0-49d1-ac54-ffd742d452dc,377501,
music is the answer,d4c0ac55-1646-47ab-8e73-e0277b479d2f,50940640,
my baby,f4624195-b721-437a-b872-452310e80599,2474836,
my bloody valentine,e09a2e80-31e8-445d-a4e6-163aaf152cd1,20377456,
my gold mask,5399e4f0-3446-443d-95ae-e256b78fd826,247083,
my latest novel,1f2add80-554e-4999-b521-daa0c573975f,6028303,
my life as ali thomas,c9c9605b-bf70-4a0e-a71e-37cc9f44a053,405374,
my red + blue,b25198c5-06e0-487d-be7f-c5a3f52272f3,25825,
my way my love,b5772e0b-1802-41f9-a2ce-ed4ce1b19be6,5580707,
myka 9,8a90df9b-c3e2-4089-8b01-f40e19bcd41e,16016181,
mystic rhythms band,8c831727-611e-4259-9882-99a8025b2b4e,22040917,
naked city,a87b150c-6095-4ef1-9a87-9a2324f25026,4855008,
nakia & his southern cousins,2937670f-f0c3-49f0-8905-b5bd7c6af1a4,27347538,
nanook of the north,360e9e60-bb19-4948-b514-de24a35f6efb,21174,
natalie portman's shaved head,bb9c4dab-b8ec-45d8-9a90-a017bf3d2aed,38459,
nation in blue,b03b07c2-715e-4cc3-889b-98f70d8b896f,4543,
nation of language,5478953a-a067-4c23-aeee-4d01e988fd98,21754,
nbc symphony orchestra,33517cf3-5f04-454f-814b-1c94809f0564,150698,
new bloods,d5af694d-fcec-4c2f-8dfe-c0520ee4fdc1,232216,
new found road,9fc43f7c-d7d4-458d-9edc-72dc00939cc1,25897,
new hands,904b4909-e670-4b5a-96db-39d22c203ba4,19166474,
new id,60959dab-639f-4eae-b8fb-2a36e771dc94,224193,
new model army,20d1adf8-3371-4644-90b4-461e24151493,181149,
new myths,7f1b4e0c-f76e-446b-8d2f-09997b1c36d3,24698694,
new natives brass band,ac845d0e-f87a-4438-9af7-afc7abe8e207,4499,
new order,0ae85d39-0d91-488d-80eb-ad8f66c439cb,1590603,
new portals,ab17f230-ac9b-418a-aca6-a9db1df22c22,344589,
new roman times,8b9140e9-0046-421c-b0db-3b1f29bd521b,727443,
